[skip navigation]
[ASD Home][Lines Query][Levels Query][List of Spectra][Ground States and Ionization Energies][Bibliography][Help]	NIST Physical Measurement Laboratory
NIST Atomic Spectra Database Lines Data
Na (all spectra): 1702 Lines of Data Found 

Example of how to reference these results:
Kramida, A., Ralchenko, Yu., Reader, J., and NIST ASD Team (2015). NIST Atomic Spectra Database (ver. 5.3), [Online]. Available: http://physics.nist.gov/asd [2016, September 1]. National Institute of Standards and Technology, Gaithersburg, MD. 
BibTex Citation (new window)
 
Wavelength range: 200 - 800 nm
Wavelength in: vacuum below 200 nm, air between 200 and 2000 nm, vacuum above 2000 nm 
Highest relative intensity: 80000
Query NIST Bibliographic Databases for
Na (new window)
Na Energy Levels
Na Line Wavelengths and Classification
Na Transition Probabilities
----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
Spectrum  |                      Observed  |                        Ritz    |    Rel. |    Aki    | Acc. |             Ei           Ek             |              Lower level              |              Upper level               |  gi   gk  |Type|                  TP  |          Line  |
          |                     Wavelength |                     Wavelength |    Int. |    s^-1   |      |           (cm-1)       (cm-1)           |---------------------------------------|----------------------------------------|           |    |                 Ref. |          Ref.  |
          |                      Air (nm)  |                      Air (nm)  |    (?)  |           |      |                                         | Conf.                 | Term    | J   | Conf.                 | Term     | J   |           |    |                      |                |
Na II     |                   325.471      |                                |      30 |           |      |                                         |                       |         |     |                       |          |     |           |    |                      |          L914  |
Na II     |                   325.511      |                                |      40 |           |      |                                         |                       |         |     |                       |          |     |           |    |                      |          L914  |
Na II     |                   325.7964     |                   325.7968     |    1500 | 1.03e+08  | B+   |   300103.92        -    330789.05       | 2s2.2p5.3p            | 3P      | 2   | 2s2.2p5.(2P*<3/2>).3d | 2[3/2]*  | 2   |   5 - 5   |    |                T6036 |          L914  |
Na II     |                   326.0210     |                   326.0215     |     650 | 4.65e+07  | B    |   299885.37        -    330549.35       | 2s2.2p5.3p            | 1P      | 1   | 2s2.2p5.(2P*<3/2>).3d | 2[1/2]*  | 0   |   3 - 1   |    |                T7663 |          L914  |
          |                                |                                |         |           |      |                                         |                       |         |     |                       |          |     |           |    |                      |                |
Na II     |                   326.167      |                                |      30 |           |      |                                         |                       |         |     |                       |          |     |           |    |                      |          L914  |
Na II     |                   326.238      |                                |      30 |           |      |                                         |                       |         |     |                       |          |     |           |    |                      |          L914  |
Na VII    |                                |                   326.3        |         | 4.01e+07  | B+   |  1443170           -   1473810?         | 2s.2p.(3P*).4p        | 2P      | 3/2 | 2s.2p.(3P*).4d        | 2P*      | 3/2 |   4 - 4   |    |           T7192c3,LS |                |
Na II     |                   326.359      |                                |     130 |           |      |                                         |                       |         |     |                       |          |     |           |    |                      |          L914  |
Na II     |                   326.831      |                                |      25 |           |      |                                         |                       |         |     |                       |          |     |           |    |                      |          L914  |
          |                                |                                |         |           |      |                                         |                       |         |     |                       |          |     |           |    |                      |                |
Na II     |                   327.158      |                                |      25 |           |      |                                         |                       |         |     |                       |          |     |           |    |                      |          L914  |
Na II     |                   327.274      |                                |      70 |           |      |                                         |                       |         |     |                       |          |     |           |    |                      |          L914  |
Na II     |                   327.4220     |                   327.4220     |     950 | 4.29e+07  | B    |   300103.92        -    330636.75       | 2s2.2p5.3p            | 3P      | 2   | 2s2.2p5.(2P*<3/2>).3d | 2[1/2]*  | 1   |   5 - 3   |    |                T6036 |          L914  |
Na II     |                   327.802      |                                |      40 |           |      |                                         |                       |         |     |                       |          |     |           |    |                      |          L914  |
Na II     |                   327.877      |                                |      35 |           |      |                                         |                       |         |     |                       |          |     |           |    |                      |          L914  |
          |                                |                                |         |           |      |                                         |                       |         |     |                       |          |     |           |    |                      |                |
Na II     |                   328.025      |                                |      35 |           |      |                                         |                       |         |     |                       |          |     |           |    |                      |          L914  |
Na II     |                   328.278      |                                |      90 |           |      |                                         |                       |         |     |                       |          |     |           |    |                      |          L914  |
Na VII    |                                |                   328.3        |         | 8.60e+05  | C    |  1156180           -   1186630          | 2s.2p.(3P*).3p        | 2D      | 5/2 | 2s.2p.(3P*).3d        | 2D*      | 3/2 |   6 - 4   |    |           T7192c3,LS |                |
Na II     |                   328.5602     |                   328.5608     |    1700 | 1.10e+08  | A    |   268762.96        -    299189.96       | 2s2.2p5.3s            | 1P*     | 1   | 2s2.2p5.3p            | 1D       | 2   |   3 - 5   |    |                T7663 |          L914  |
Na VI     |                                |                   328.9        |         | 1.34e+05  | E    |  1228210?          -   1258610          | 2s2.2p.5d             | 3D*     | 3   | 2s.2p2.(4P).4d        | 3D       | 2   |   7 - 5   |    |           T5520c2,LS |                |
          |                                |                                |         |           |      |                                         |                       |         |     |                       |          |     |           |    |                      |                |
Na VI     |                                |                   328.9        |         | 7.58e+05  | D    |  1228210?          -   1258610          | 2s2.2p.5d             | 3D*     | 3   | 2s.2p2.(4P).4d        | 3D       | 3   |   7 - 7   |    |           T5520c2,LS |                |
Na II     |                   328.934      |                                |      60 |           |      |                                         |                       |         |     |                       |          |     |           |    |                      |          L914  |
Na II     |                   329.044      |                                |      80 |           |      |                                         |                       |         |     |                       |          |     |           |    |                      |          L914  |
Na II     |                   329.137      |                                |      50 |           |      |                                         |                       |         |     |                       |          |     |           |    |                      |          L914  |
Na II     |                   329.250      |                                |      80 |           |      |                                         |                       |         |     |                       |          |     |           |    |                      |          L914  |
          |                                |                                |         |           |      |                                         |                       |         |     |                       |          |     |           |    |                      |                |
Na II     |                   329.474      |                                |      60 |           |      |                                         |                       |         |     |                       |          |     |           |    |                      |          L914  |
Na II     |                   329.565      |                                |      60 |           |      |                                         |                       |         |     |                       |          |     |           |    |                      |          L914  |
Na II     |                   329.714      |                                |      70 |           |      |                                         |                       |         |     |                       |          |     |           |    |                      |          L914  |
Na II     |                   329.831      |                                |      70 |           |      |                                         |                       |         |     |                       |          |     |           |    |                      |          L914  |
Na II     |                   329.968      |                                |     130 |           |      |                                         |                       |         |     |                       |          |     |           |    |                      |          L914  |
          |                                |                                |         |           |      |                                         |                       |         |     |                       |          |     |           |    |                      |                |
Na II     |                   330.1349     |                   330.1348     |    1700 | 4.54e+06  | C    |   300507.11        -    330789.05       | 2s2.2p5.3p            | 3P      | 1   | 2s2.2p5.(2P*<3/2>).3d | 2[3/2]*  | 2   |   3 - 5   |    |                T6036 |          L914  |
Na I      |                   330.2369     |                   330.23686    |      19 | 2.75e+06  | A    |        0.00000     -     30272.58       | 2p6.3s                | 2S      | 1/2 | 2p6.4p                | 2P*      | 3/2 |   2 - 4   |    |             c30,T76n |         L6096  |
Na I      |                   330.2979     |                   330.29785    |      18 | 2.73e+06  | B+   |        0.00000     -     30266.99       | 2p6.3s                | 2S      | 1/2 | 2p6.4p                | 2P*      | 1/2 |   2 - 2   |    |             c30,T76n |         L6096  |
Na II     |                   330.4957     |                   330.4951     |    1500 | 3.60e+07  | B    |   300387.82        -    330636.75       | 2s2.2p5.3p            | 3P      | 0   | 2s2.2p5.(2P*<3/2>).3d | 2[1/2]*  | 1   |   1 - 3   |    |                T6036 |          L914  |
Na II     |                   330.788      |                                |     200 |           |      |                                         |                       |         |     |                       |          |     |           |    |                      |          L914  |
          |                                |                                |         |           |      |                                         |                       |         |     |                       |          |     |           |    |                      |                |
Na II     |                   331.268      |                                |      60 |           |      |                                         |                       |         |     |                       |          |     |           |    |                      |          L914  |
Na II     |                   331.376      |                                |      90 |           |      |                                         |                       |         |     |                       |          |     |           |    |                      |          L914  |
Na II     |                   331.408      |                                |      70 |           |      |                                         |                       |         |     |                       |          |     |           |    |                      |          L914  |
Na II     |                   331.8039     |                   331.8036     |    1000 | 4.14e+07  | B    |   300507.11        -    330636.75       | 2s2.2p5.3p            | 3P      | 1   | 2s2.2p5.(2P*<3/2>).3d | 2[1/2]*  | 1   |   3 - 3   |    |                T6036 |          L914  |
Na II     |                   332.022      |                                |      60 |           |      |                                         |                       |         |     |                       |          |     |           |    |                      |          L914  |
          |                                |                                |         |           |      |                                         |                       |         |     |                       |          |     |           |    |                      |                |
Na II     |                   332.059      |                                |      60 |           |      |                                         |                       |         |     |                       |          |     |           |    |                      |          L914  |
Na II     |                   332.393      |                                |      60 |           |      |                                         |                       |         |     |                       |          |     |           |    |                      |          L914  |
Na II     |                   332.642      |                                |      60 |           |      |                                         |                       |         |     |                       |          |     |           |    |                      |          L914  |
Na II     |                   332.6890     |                                |     100 |           |      |                                         |                       |         |     |                       |          |     |           |    |                      |          L914  |
Na II     |                   332.7689     |                   332.7689     |     950 | 9.45e+07  | B    |   300507.11        -    330549.35       | 2s2.2p5.3p            | 3P      | 1   | 2s2.2p5.(2P*<3/2>).3d | 2[1/2]*  | 0   |   3 - 1   |    |                T6036 |          L914  |
          |                                |                                |         |           |      |                                         |                       |         |     |                       |          |     |           |    |                      |                |
Na II     |                   333.307      |                                |      60 |           |      |                                         |                       |         |     |                       |          |     |           |    |                      |          L914  |
Na II     |                   333.368      |                                |      60 |           |      |                                         |                       |         |     |                       |          |     |           |    |                      |          L914  |
Na II     |                   333.445      |                                |      70 |           |      |                                         |                       |         |     |                       |          |     |           |    |                      |          L914  |
Na II     |                   333.801      |                                |      70 |           |      |                                         |                       |         |     |                       |          |     |           |    |                      |          L914  |
Na II     |                   333.871      |                                |      50 |           |      |                                         |                       |         |     |                       |          |     |           |    |                      |          L914  |
          |                                |                                |         |           |      |                                         |                       |         |     |                       |          |     |           |    |                      |                |
Na II     |                   333.921      |                                |      40 |           |      |                                         |                       |         |     |                       |          |     |           |    |                      |          L914  |
Na II     |                   333.982      |                                |      45 |           |      |                                         |                       |         |     |                       |          |     |           |    |                      |          L914  |
Na VIII   |                                |                   334.1        |         | 2.04e+07  | B    |  1813190           -   1843110          | 1s2.2p.4p             | 1P      | 1   | 1s2.2p.4d             | 1P*      | 1   |   3 - 3   |    |              T5633c3 |                |
Na II     |                   334.177      |                                |      80 |           |      |                                         |                       |         |     |                       |          |     |           |    |                      |          L914  |
Na II     |                   334.226      |                                |     100 |           |      |                                         |                       |         |     |                       |          |     |           |    |                      |          L914  |
          |                                |                                |         |           |      |                                         |                       |         |     |                       |          |     |           |    |                      |                |
Na II     |                   334.317      |                                |      70 |           |      |                                         |                       |         |     |                       |          |     |           |    |                      |          L914  |
Na II     |                   334.629      |                                |      60 |           |      |                                         |                       |         |     |                       |          |     |           |    |                      |          L914  |
Na II     |                   334.757      |                                |      50 |           |      |                                         |                       |         |     |                       |          |     |           |    |                      |          L914  |
Na II     |                   334.947      |                                |      60 |           |      |                                         |                       |         |     |                       |          |     |           |    |                      |          L914  |
Na II     |                   335.196      |                                |      90 |           |      |                                         |                       |         |     |                       |          |     |           |    |                      |          L914  |
          |                                |                                |         |           |      |                                         |                       |         |     |                       |          |     |           |    |                      |                |
Na II     |                   335.389      |                                |     300 |           |      |                                         |                       |         |     |                       |          |     |           |    |                      |          L914  |
Na II     |                   335.416      |                                |     300 |           |      |                                         |                       |         |     |                       |          |     |           |    |                      |          L914  |
Na II     |                   335.576      |                                |      50 |           |      |                                         |                       |         |     |                       |          |     |           |    |                      |          L914  |
Na II     |                   336.019      |                                |     500 |           |      |                                         |                       |         |     |                       |          |     |           |    |                      |          L914  |
Na IV     |                   336.220      |                   336.224      |         | 1.83e-01  | B    |     1106.3         -     30839.8        | 2s2.2p4               | 3P      | 1   | 2s2.2p4               | 1D       | 2   |   3 - 5   | M1 | T7663c11,T6146,T6781 |         L3453  |
          |                                |                                |         |           |      |                                         |                       |         |     |                       |          |     |           |    |                      |                |
Na II     |                   336.233      |                                |     160 |           |      |                                         |                       |         |     |                       |          |     |           |    |                      |          L914  |
Na II     |                   336.279      |                                |     160 |           |      |                                         |                       |         |     |                       |          |     |           |    |                      |          L914  |
Na II     |                   336.401      |                                |     130 |           |      |                                         |                       |         |     |                       |          |     |           |    |                      |          L914  |
Na II     |                   336.474      |                                |     130 |           |      |                                         |                       |         |     |                       |          |     |           |    |                      |          L914  |
Na II     |                   336.8632     |                                |     160 |           |      |                                         |                       |         |     |                       |          |     |           |    |                      |          L914  |
          |                                |                                |         |           |      |                                         |                       |         |     |                       |          |     |           |    |                      |                |
Na II     |                   336.939      |                                |     200 |           |      |                                         |                       |         |     |                       |          |     |           |    |                      |          L914  |
Na II     |                   337.222      |                                |     160 |           |      |                                         |                       |         |     |                       |          |     |           |    |                      |          L914  |
Na II     |                   337.480      |                                |      50 |           |      |                                         |                       |         |     |                       |          |     |           |    |                      |          L914  |
Na II     |                   337.548      |                                |      50 |           |      |                                         |                       |         |     |                       |          |     |           |    |                      |          L914  |
Na II     |                   337.871      |                                |      35 |           |      |                                         |                       |         |     |                       |          |     |           |    |                      |          L914  |
          |                                |                                |         |           |      |                                         |                       |         |     |                       |          |     |           |    |                      |                |
Na II     |                   338.033      |                                |      40 |           |      |                                         |                       |         |     |                       |          |     |           |    |                      |          L914  |
Na II     |                   338.475      |                                |      35 |           |      |                                         |                       |         |     |                       |          |     |           |    |                      |          L914  |
Na II     |                   338.727      |                                |      25 |           |      |                                         |                       |         |     |                       |          |     |           |    |                      |          L914  |
Na II     |                   338.785      |                                |      50 |           |      |                                         |                       |         |     |                       |          |     |           |    |                      |          L914  |
Na II     |                   339.538      |                                |      40 |           |      |                                         |                       |         |     |                       |          |     |           |    |                      |          L914  |
          |                                |                                |         |           |      |                                         |                       |         |     |                       |          |     |           |    |                      |                |
Na II     |                   339.578      |                                |      40 |           |      |                                         |                       |         |     |                       |          |     |           |    |                      |          L914  |
Na II     |                   339.880      |                                |      50 |           |      |                                         |                       |         |     |                       |          |     |           |    |                      |          L914  |
Na II     |                   339.926      |                                |      60 |           |      |                                         |                       |         |     |                       |          |     |           |    |                      |          L914  |
Na II     |                   340.0093     |                   340.0098     |     200 | 1.24e+06  | C+   |   268762.96        -    298165.44       | 2s2.2p5.3s            | 1P*     | 1   | 2s2.2p5.3p            | 3D       | 1   |   3 - 3   |    |                T7663 |          L914  |
Na VII    |                                |                   340.5        |         | 9.85e+07  | A    |  1306470           -   1335830          | 2s.2p.(1P*).3d        | 2P*     | 3/2 | 2s2.4d                | 2D       | 5/2 |   4 - 6   |    |           T7192c3,LS |                |
          |                                |                                |         |           |      |                                         |                       |         |     |                       |          |     |           |    |                      |                |
Na VII    |                                |                   340.7        |         | 8.18e+07  | A    |  1306470           -   1335810          | 2s.2p.(1P*).3d        | 2P*     | 1/2 | 2s2.4d                | 2D       | 3/2 |   2 - 4   |    |           T7192c3,LS |                |
Na VII    |                                |                   340.7        |         | 1.64e+07  | B+   |  1306470           -   1335810          | 2s.2p.(1P*).3d        | 2P*     | 3/2 | 2s2.4d                | 2D       | 3/2 |   4 - 4   |    |           T7192c3,LS |                |
Na II     |                   341.083      |                                |      12 |           |      |                                         |                       |         |     |                       |          |     |           |    |                      |          L914  |
Na I      |                   341.62       |                   341.607      |         | 1.5e+07   | D    |   263745.3         -    293010.3        | 2p5.(2P*).3s.3p.(3P*) | 4S      | 3/2 | 2p5.3s.(3P*).3d       | 4D*      | 3/2 |   4 - 4   |    |                T5209 |         L6269  |
Na IV     |                                |                   341.621      |         | 2.19e-05  | C+   |     1576.0         -     30839.8        | 2s2.2p4               | 3P      | 0   | 2s2.2p4               | 1D       | 2   |   1 - 5   | E2 |          T6146,T6781 |                |
          |                                |                                |         |           |      |                                         |                       |         |     |                       |          |     |           |    |                      |                |
Na II     |                   342.135      |                                |      60 |           |      |                                         |                       |         |     |                       |          |     |           |    |                      |          L914  |
Na II     |                   342.359      |                                |      70 |           |      |                                         |                       |         |     |                       |          |     |           |    |                      |          L914  |
Na II     |                   342.403      |                                |     130 |           |      |                                         |                       |         |     |                       |          |     |           |    |                      |          L914  |
Na II     |                   342.530      |                                |      30 |           |      |                                         |                       |         |     |                       |          |     |           |    |                      |          L914  |
Na I      |                   342.6862     |                   342.685779   |       6 |           |      |        0.00000     -     29172.887      | 2p6.3s                | 2S      | 1/2 | 2p6.3d                | 2D       | 3/2 |   2 - 4   | E2 |                      |         L6096  |
          |                                |                                |         |           |      |                                         |                       |         |     |                       |          |     |           |    |                      |                |
Na I      |                   342.73       |                   342.736      |       9 | 2.8e+07   | D    |   263745.3         -    292913.9        | 2p5.(2P*).3s.3p.(3P*) | 4S      | 3/2 | 2p5.3s.(3P*).3d       | 4F*      | 5/2 |   4 - 6   |    |                T5209 |         L6269  |
Na II     |                   343.171      |                                |      25 |           |      |                                         |                       |         |     |                       |          |     |           |    |                      |          L914  |
Na II     |                   343.349      |                                |      40 |           |      |                                         |                       |         |     |                       |          |     |           |    |                      |          L914  |
Na II     |                   343.925      |                                |      30 |           |      |                                         |                       |         |     |                       |          |     |           |    |                      |          L914  |
Na II     |                   344.012      |                                |      35 |           |      |                                         |                       |         |     |                       |          |     |           |    |                      |          L914  |
          |                                |                                |         |           |      |                                         |                       |         |     |                       |          |     |           |    |                      |                |
Na II     |                   344.336      |                                |      50 |           |      |                                         |                       |         |     |                       |          |     |           |    |                      |          L914  |
Na VII    |                                |                   344.8        |         | 1.34e+07  | B+   |  1432600?          -   1461590          | 2s.2p.(3P*).4s        | 2P*     | 3/2 | 2s2.5d                | 2D       | 5/2 |   4 - 6   |    |           T7192c3,LS |                |
Na II     |                   345.017      |                                |      20 |           |      |                                         |                       |         |     |                       |          |     |           |    |                      |          L914  |
Na II     |                   345.088      |                                |      20 |           |      |                                         |                       |         |     |                       |          |     |           |    |                      |          L914  |
Na II     |                   345.528      |                                |      25 |           |      |                                         |                       |         |     |                       |          |     |           |    |                      |          L914  |
          |                                |                                |         |           |      |                                         |                       |         |     |                       |          |     |           |    |                      |                |
Na VII    |                                |                   345.7        |         | 2.22e+06  | C+   |  1432600?          -   1461520          | 2s.2p.(3P*).4s        | 2P*     | 3/2 | 2s2.5d                | 2D       | 3/2 |   4 - 4   |    |           T7192c3,LS |                |
Na II     |                   345.703      |                                |      15 |           |      |                                         |                       |         |     |                       |          |     |           |    |                      |          L914  |
Na II     |                   345.895      |                                |      15 |           |      |                                         |                       |         |     |                       |          |     |           |    |                      |          L914  |
Na II     |                   346.2491     |                   346.2494     |     450 | 3.61e+06  | B    |   268762.96        -    297635.61       | 2s2.2p5.3s            | 1P*     | 1   | 2s2.2p5.3p            | 3D       | 2   |   3 - 5   |    |                T7663 |          L914  |
Na II     |                   346.871      |                                |      25 |           |      |                                         |                       |         |     |                       |          |     |           |    |                      |          L914  |
          |                                |                                |         |           |      |                                         |                       |         |     |                       |          |     |           |    |                      |                |
Na II     |                   347.321      |                                |      35 |           |      |                                         |                       |         |     |                       |          |     |           |    |                      |          L914  |
Na II     |                   347.581      |                                |      70 |           |      |                                         |                       |         |     |                       |          |     |           |    |                      |          L914  |
Na V      |                                |                   347.6        |         | 2.55e+05  | D    |  1010860           -   1039620?         | 2s.2p3.(3D*).3d       | 2F*     | 7/2 | 2s2.2p2.(1D).5d       | 2D       | 5/2 |   8 - 6   |    |               u21,LS |                |
Na II     |                   348.200      |                                |      40 |           |      |                                         |                       |         |     |                       |          |     |           |    |                      |          L914  |
Na II     |                   348.302      |                                |      40 |           |      |                                         |                       |         |     |                       |          |     |           |    |                      |          L914  |
          |                                |                                |         |           |      |                                         |                       |         |     |                       |          |     |           |    |                      |                |
Na II     |                   348.574      |                                |      20 |           |      |                                         |                       |         |     |                       |          |     |           |    |                      |          L914  |
Na I      |                   348.90       |                   348.890      |     130 | 4.2e+07   | D    |   263745.3         -    292399.4        | 2p5.(2P*).3s.3p.(3P*) | 4S      | 3/2 | 2p5.3s.(3P*).3d       | 4D*      | 5/2 |   4 - 6   |    |                T5209 |         L6269  |
Na IV     |                                |                   349.77       |         | 8.03e+05  | C    |   612611.?         -    641193.         | 2s2.2p3.(2P*).3p      | 1D      | 2   | 2s2.2p3.(2D*).3d      | 1P*      | 1   |   5 - 3   |    |             T7663c11 |                |
Na II     |                   349.826      |                                |     160 |           |      |                                         |                       |         |     |                       |          |     |           |    |                      |          L914  |
Na I      |                   350.25       |                   350.237      |     160 | 8.8e+07   | D    |   263745.3         -    292289.2        | 2p5.(2P*).3s.3p.(3P*) | 4S      | 3/2 | 2p5.3s.(3P*).3d       | 4P*      | 3/2 |   4 - 4   |    |                T5209 |         L6269  |
          |                                |                                |         |           |      |                                         |                       |         |     |                       |          |     |           |    |                      |                |
Na VII    |                                |                   350.5        |         | 1.25e+03  | E    |  1303450?          -   1331970          | 2s.2p.(1P*).3d        | 2D*     | 3/2 | 2p2.(1D).3s           | 2D       | 5/2 |   4 - 6   |    |           T7192c3,LS |                |
Na I      |                   351.10       |                   351.093      |     130 | 1.15e+08  | D    |   263745.3         -    292219.6        | 2p5.(2P*).3s.3p.(3P*) | 4S      | 3/2 | 2p5.3s.(3P*).3d       | 4P*      | 1/2 |   4 - 2   |    |                T5209 |         L6269  |
Na II     |                   351.695      |                                |      60 |           |      |                                         |                       |         |     |                       |          |     |           |    |                      |          L914  |
Na VII    |                                |                   352.5        |         | 1.72e+04  | D    |  1303610           -   1331970          | 2s.2p.(1P*).3d        | 2D*     | 5/2 | 2p2.(1D).3s           | 2D       | 5/2 |   6 - 6   |    |           T7192c3,LS |                |
Na II     |                   352.529      |                                |      60 |           |      |                                         |                       |         |     |                       |          |     |           |    |                      |          L914  |
          |                                |                                |         |           |      |                                         |                       |         |     |                       |          |     |           |    |                      |                |
Na II     |                   352.797      |                                |      80 |           |      |                                         |                       |         |     |                       |          |     |           |    |                      |          L914  |
Na II     |                   352.911      |                                |     130 |           |      |                                         |                       |         |     |                       |          |     |           |    |                      |          L914  |
Na II     |                   353.048      |                                |     160 |           |      |                                         |                       |         |     |                       |          |     |           |    |                      |          L914  |
Na II     |                   353.3052     |                   353.3057     |    1500 | 8.81e+07  | A    |   264924.32        -    293220.33       | 2s2.2p5.3s            | 3P*     | 2   | 2s2.2p5.3p            | 3S       | 1   |   5 - 3   |    |                T7663 |          L914  |
Na V      |                                |                   353.5        |         | 2.54e+05  | E    |  1011340           -   1039620?         | 2s.2p3.(3D*).3d       | 2F*     | 5/2 | 2s2.2p2.(1D).5d       | 2D       | 3/2 |   6 - 4   |    |               u21,LS |                |
          |                                |                                |         |           |      |                                         |                       |         |     |                       |          |     |           |    |                      |                |
Na V      |                                |                   353.5        |         | 1.21e+04  | E    |  1011340           -   1039620?         | 2s.2p3.(3D*).3d       | 2F*     | 5/2 | 2s2.2p2.(1D).5d       | 2D       | 5/2 |   6 - 6   |    |               u21,LS |                |
Na II     |                   354.023      |                                |      70 |           |      |                                         |                       |         |     |                       |          |     |           |    |                      |          L914  |
